	Name	BeamID	E	N	U
209	209	0	-11.926304030203028	82.19431311590597	0
210	210	0	-11.659312578063691	90.69011887861416	0
211	211	0	-11.392321125866147	99.18592464225367	0
212	212	0	-11.12532967372681	107.68173040496185	0
213	213	0	-11.63672037361539	-109.15920433634892	0
214	214	0	-11.369728921417845	-100.66339857270941	0
215	215	0	-11.102737469278509	-92.16759281000122	0
216	216	0	-10.835746017080965	-83.67178704729304	0
217	217	0	-10.568754564941628	-75.17598128365353	0
218	218	0	-10.301763112802291	-66.68017552094534	0
219	219	0	-10.034771660604747	-58.18436975730583	0
220	220	0	-9.76778020846541	-49.688563994597644	0
221	221	0	-9.500788756267866	-41.192758230958134	0
222	222	0	-9.23379730412853	-32.69695246824995	0
223	223	0	-8.966805851930985	-24.20114670554176	0
224	224	0	-8.699814399791649	-15.70534094190225	0
225	225	0	-8.432822947652312	-7.209535179194063	0
226	226	0	-8.165831495454768	1.2862705844454467	0
227	227	0	-7.898840043315431	9.782076347153634	0
228	228	0	-7.498352865077322	22.525784992147237	0
229	229	0	-7.231361412879778	31.021590754855424	0
230	230	0	-6.9643699607404415	39.517396518494934	0
231	231	0	-6.697378508542897	48.01320228120312	0
232	232	0	-6.430387056403561	56.50900804484263	0
233	233	0	-6.163395604206016	65.00481380755082	0
234	234	0	-5.89640415206668	73.500619570259	0
235	235	0	-5.629412699927343	81.99642533389851	0
236	236	0	-5.362421247729799	90.4922310966067	0
237	237	0	-5.095429795590462	98.98803686024621	0
238	238	0	-4.828438343392918	107.4838426229544	0
239	239	0	-5.339829043281497	-109.35709211835638	0
240	240	0	-5.072837591142161	-100.86128635564819	0
241	241	0	-4.8058461389446165	-92.36548059200868	0
242	242	0	-4.53885468680528	-83.8696748293005	0
243	243	0	-4.271863234665943	-75.37386906566098	0
244	244	0	-4.004871782468399	-66.8780633029528	0
245	245	0	-3.7378803303290624	-58.38225753931329	0
246	246	0	-3.470888878131518	-49.8864517766051	0
247	247	0	-3.2038974259921815	-41.39064601389691	0
248	248	0	-2.9369059737946372	-32.8948402502574	0
249	249	0	-2.6699145216553006	-24.399034487549216	0
250	250	0	-2.402923069515964	-15.903228723909706	0
251	251	0	-2.1359316173184197	-7.407422961201519	0
252	252	0	-1.8689401651790831	1.088382802437991	0
253	253	0	-1.6019487129815388	9.584188565146178	0
254	254	0	-1.20146153474343	22.32789721013978	0
255	255	0	-0.9344700826040935	30.82370297284797	0
256	256	0	-0.6674786304065492	39.319508735556155	0
257	257	0	-0.4004871782672126	47.815314499195665	0
258	258	0	-0.1334957260696683	56.31112026190385	0
259	259	0	0.1334957260696683	64.80692602554336	0
260	260	0	0.4004871782090049	73.30273178825155	0
261	261	0	0.6674786304065492	81.79853755189106	0
262	262	0	0.9344700825458858	90.29434331459925	0
263	263	0	1.20146153474343	98.79014907823876	0
264	264	0	1.4684529868827667	107.28595484094694	0
265	265	0	0.9570622869941872	-109.55497990036383	0
266	266	0	1.2240537391917314	-101.05917413765565	0
267	267	0	1.491045191331068	-92.56336837401614	0
268	268	0	1.7580366435286123	-84.06756261130795	0
269	269	0	2.025028095667949	-75.57175684859976	0
270	270	0	2.2920195478072856	-67.07595108496025	0
271	271	0	2.55901100000483	-58.580145322252065	0
272	272	0	2.8260024521441665	-50.084339558612555	0
273	273	0	3.0929939043417107	-41.58853379590437	0
274	274	0	3.3599853564810473	-33.09272803226486	0
275	275	0	3.6269768086785916	-24.59692226955667	0
276	276	0	3.8939682608179282	-16.101116506848484	0
277	277	0	4.160959712957265	-7.605310743208975	0
278	278	0	4.427951165154809	0.8904950194992125	0
279	279	0	4.694942617235938	9.386300783138722	0
280	280	0	5.0954297955322545	22.130009427201003	0
281	281	0	5.362421247729799	30.625815190840513	0
282	282	0	5.629412699869135	39.1216209535487	0
283	283	0	5.89640415206668	47.61742671718821	0
284	284	0	6.163395604206016	56.113232479896396	0
285	285	0	6.430387056345353	64.6090382435359	0
286	286	0	6.697378508542897	73.1048440062441	0
287	287	0	6.964369960682234	81.60064976895228	0
288	288	0	7.231361412879778	90.09645553259179	0
289	289	0	7.498352865019115	98.59226129529998	0
290	290	0	7.765344317216659	107.08806705893949	0
291	291	0	7.253953617328079	-109.75286768237129	0
292	292	0	7.520945069467416	-101.2570619196631	0
293	293	0	7.78793652166496	-92.76125615695491	0
294	294	0	8.054927973804297	-84.2654503933154	0
295	295	0	8.321919425943634	-75.76964463060722	0
296	296	0	8.588910878141178	-67.27383886696771	0
297	297	0	8.855902330280514	-58.77803310425952	0
298	298	0	9.122893782478059	-50.28222734062001	0
299	299	0	9.389885234617395	-41.786421577911824	0
300	300	0	9.65687668681494	-33.29061581520364	0
301	301	0	9.923868138954276	-24.794810051564127	0
302	302	0	10.190859591093613	-16.29900428885594	0
303	303	0	10.457851043291157	-7.80319852521643	0
304	304	0	10.724842495430494	0.6926072374917567	0
305	305	0	10.991833947628038	9.188413001131266	0
306	306	0	11.392321125866147	21.932121645193547	0
307	307	0	11.659312578005483	30.427927408833057	0
308	308	0	11.926304030203028	38.923733171541244	0
309	309	0	12.193295482342364	47.41953893424943	0
310	310	0	12.460286934539909	55.91534469788894	0
311	311	0	12.727278386679245	64.41115046059713	0
312	312	0	12.994269838818582	72.90695622423664	0
313	313	0	13.261261291016126	81.40276198694482	0
314	314	0	13.528252743155463	89.89856775058433	0
315	315	0	13.795244195353007	98.39437351422384	0
316	316	0	14.062235647492344	106.89017927693203	0
317	317	0	13.550844947603764	-109.95075546531007	0
318	318	0	13.817836399801308	-101.45494970167056	0
319	319	0	14.084827851940645	-92.95914393896237	0
320	320	0	14.35181930413819	-84.46333817532286	0
321	321	0	14.618810756277526	-75.96753241261467	0
322	322	0	14.885802208416862	-67.47172664990649	0
323	323	0	15.152793660614407	-58.97592088626698	0
324	324	0	15.419785112753743	-50.48011512355879	0
325	325	0	15.686776564951288	-41.98430935991928	0
326	326	0	15.953768017090624	-33.48850359721109	0
327	327	0	16.22075946928817	-24.992697833571583	0
328	328	0	16.487750921427505	-16.496892070863396	0
329	329	0	16.75474237356684	-8.001086307223886	0
330	330	0	17.021733825764386	0.49471945548430085	0
331	331	0	17.28872527796193	8.990525218192488	0
332	332	0	17.68921245614183	21.73423386318609	0
333	333	0	17.956203908339376	30.23003962589428	0
334	334	0	18.223195360478712	38.72584538953379	0
335	335	0	18.490186812676257	47.221651152241975	0
336	336	0	18.757178264815593	55.717456915881485	0
337	337	0	19.02416971695493	64.21326267858967	0
338	338	0	19.291161169152474	72.70906844222918	0
339	339	0	19.55815262129181	81.20487420493737	0
340	340	0	19.825144073489355	89.70067996764556	0
341	341	0	20.09213552562869	98.19648573128507	0
342	342	0	20.359126977826236	106.69229149399325	0
343	343	0	19.847736277937656	-110.14864324731752	0
344	344	0	20.114727730076993	-101.65283748274669	0
345	345	0	20.381719182332745	-93.15703172096983	0
346	346	0	20.648710634413874	-84.66122595826164	0
347	347	0	20.91570208655321	-76.16542019462213	0
348	348	0	21.182693538750755	-67.66961443191394	0
349	349	0	21.44968499089009	-59.17380866827443	0
350	350	0	21.716676443087636	-50.678002905566245	0
351	351	0	21.983667895226972	-42.182197141926736	0
352	352	0	22.250659347424516	-33.68639137921855	0
353	353	0	22.517650799563853	-25.19058561651036	0
354	354	0	22.78464225170319	-16.69477985287085	0
355	355	0	23.05163370395894	-8.198974090162665	0
356	356	0	23.31862515604007	0.296831673476845	0
357	357	0	23.585616608237615	8.792637436185032	0
358	358	0	23.986103786475724	21.536346081178635	0
359	359	0	24.25309523861506	30.032151843886822	0
360	360	0	24.520086690812605	38.52795760752633	0
361	361	0	24.78707814295194	47.02376337023452	0
362	362	0	25.054069595149485	55.51956913387403	0
363	363	0	25.321061047288822	64.01537489658222	0
364	364	0	25.58805249942816	72.5111806592904	0
365	365	0	25.855043951625703	81.00698642292991	0
366	366	0	26.12203540376504	89.5027921856381	0
367	367	0	26.389026855962584	97.99859795020893	0
368	368	0	26.65601830810192	106.4944037119858	0
369	369	0	26.14462760821334	-110.34653102932498	0
370	370	0	26.411619060410885	-101.85072526661679	0
371	371	0	26.67861051255022	-93.35491950297728	0
372	372	0	26.945601964747766	-84.8591137402691	0
373	373	0	27.212593416887103	-76.36330797662959	0
374	374	0	27.47958486902644	-67.8675022139214	0
375	375	0	27.746576321223984	-59.37169645028189	0
376	376	0	28.01356777336332	-50.8758906875737	0
377	377	0	28.280559225560864	-42.380084924865514	0
378	378	0	28.5475506777002	-33.884279161226004	0
379	379	0	28.814542129839538	-25.388473398517817	0
380	380	0	29.081533582037082	-16.892667634878308	0
381	381	0	29.34852503417642	-8.39686187217012	0
382	382	0	29.615516486373963	0.0989438914693892	0
383	383	0	29.8825079385133	8.594749654177576	0
384	384	0	30.282995116751408	21.33845829917118	0
385	385	0	30.549986568948952	29.834264061879367	0
386	386	0	30.81697802108829	38.330069824587554	0
387	387	0	31.083969473285833	46.82587558822706	0
388	388	0	31.35096092542517	55.32168135093525	0
389	389	0	31.617952377564507	63.81748711457476	0
390	390	0	31.88494382976205	72.31329287821427	0
391	391	0	32.151935281959595	80.80909864092246	0
392	392	0	32.418926734040724	89.30490440363064	0
393	393	0	32.68591818623827	97.80071016633883	0
394	394	0	32.95290963843581	106.29651592997834	0
395	395	0	32.44151893854723	-110.54441881133243	0
396	396	0	32.70851039068657	-102.04861304862425	0
397	397	0	32.975501842884114	-93.55280728498474	0
398	398	0	33.24249329502345	-85.05700152227655	0
399	399	0	33.50948474716279	-76.56119575956836	0
400	400	0	33.77647619936033	-68.06538999592885	0
401	401	0	34.043467651557876	-59.56958423322067	0
402	402	0	34.310459103639005	-51.07377846958116	0
403	403	0	34.57745055583655	-42.57797270687297	0
404	404	0	34.84444200803409	-34.08216694323346	0
405	405	0	35.11143346017343	-25.586361180525273	0
406	406	0	35.378424912370974	-17.090555417817086	0
407	407	0	35.64541636451031	-8.594749654177576	0
408	408	0	35.91240781664965	-0.0989438914693892	0
409	409	0	36.17939926884719	8.39686187217012	0
410	410	0	36.5798864470853	21.1405705162324	0
411	411	0	36.84687789922464	29.63637627987191	0
412	412	0	37.11386935142218	38.1321820425801	0
413	413	0	37.38086080356152	46.62798780621961	0
414	414	0	37.64785225575906	55.123793568927795	0
415	415	0	37.9148437078984	63.619599332567304	0
416	416	0	38.181835160037735	72.11540509527549	0
417	417	0	38.44882661223528	80.61121085798368	0
418	418	0	38.715818064374616	89.10701662162319	0
419	419	0	38.98280951657216	97.60282238433138	0
420	420	0	39.249800968769705	106.09862814797089	0
421	421	0	39.00540172102046	-102.2465008306317	0
422	422	0	39.2723931731598	-93.75069506792352	0
423	423	0	39.53938462524093	-85.254889304284	0
424	424	0	39.80637607749668	-76.75908354157582	0
425	425	0	40.073367529636016	-68.26327777793631	0
426	426	0	40.34035898183356	-59.76747201522812	0
427	427	0	40.6073504339729	-51.27166625158861	0
428	428	0	40.87434188617044	-42.775860488880426	0
429	429	0	41.141333338367986	-34.28005472617224	0
430	430	0	41.408324790449115	-25.78424896253273	0
431	431	0	41.67531624264666	-17.288443199824542	0
432	432	0	41.942307694785995	-8.792637436185032	0
433	433	0	42.20929914698354	-0.296831673476845	0
434	434	0	42.476290599122876	8.198974090162665	0
435	435	0	42.876777777360985	20.942682734224945	0
436	436	0	43.14376922955853	29.438488497864455	0
437	437	0	43.41076068163966	37.93429426057264	0
438	438	0	43.67775213389541	46.43010002421215	0
439	439	0	43.94474358603475	54.92590578692034	0
440	440	0	44.21173503817408	63.421711549628526	0
441	441	0	44.47872649037163	71.91751731419936	0
442	442	0	44.745717942510964	80.41332307597622	0
443	443	0	45.012709394766716	88.90912883961573	0
444	444	0	45.279700846847845	97.40493460232392	0
445	445	0	45.54669229904539	105.90074036596343	0
446	446	0	45.30229305123794	-102.44438861263916	0
447	447	0	45.56928450349369	-93.94858284993097	0
448	448	0	45.83627595563303	-85.45277708629146	0
449	449	0	46.103267407772364	-76.95697132358328	0
450	450	0	46.37025885996991	-68.46116556087509	0
451	451	0	46.637250312109245	-59.96535979723558	0
452	452	0	46.904241764365	-51.46955403452739	0
453	453	0	47.171233216446126	-42.97374827088788	0
454	454	0	47.43822466864367	-34.477942508179694	0
455	455	0	47.70521612078301	-25.982136744540185	0
456	456	0	47.97220757292234	-17.486330981831998	0
457	457	0	48.23919902511989	-8.990525218192488	0
458	458	0	48.506190477259224	-0.49471945548430085	0
459	459	0	48.77318192945677	8.001086307223886	0
460	460	0	49.17366910763667	20.74479495221749	0
461	461	0	49.440660559834214	29.240600714925677	0
462	462	0	49.70765201203176	37.736406478565186	0
463	463	0	49.974643464171095	46.232212242204696	0
464	464	0	50.24163491636864	54.72801800491288	0
465	465	0	50.508626368507976	63.22382376762107	0
466	466	0	50.77561782064731	71.71962953126058	0
467	467	0	51.04260927284486	80.21543529396877	0
468	468	0	51.30960072498419	88.71124105667695	0
469	469	0	51.57659217718174	97.20704682124779	0
470	470	0	51.843583629321074	105.70285258302465	0
471	471	0	51.866175833769375	-94.14647063193843	0
472	472	0	52.13316728596692	-85.65066486923024	0
473	473	0	52.400158738106256	-77.15485910559073	0
474	474	0	52.66715019024559	-68.65905334288254	0
475	475	0	52.93414164244314	-60.163247579243034	0
476	476	0	53.201133094582474	-51.66744181653485	0
477	477	0	53.46812454678002	-43.17163605289534	0
478	478	0	53.735115998919355	-34.67583029018715	0
479	479	0	54.00210745105869	-26.180024527478963	0
480	480	0	54.269098903256236	-17.684218763839453	0
481	481	0	54.53609035539557	-9.188413001131266	0
482	482	0	54.80308180759312	-0.6926072374917567	0
483	483	0	55.07007325973245	7.80319852521643	0
484	484	0	55.47056043797056	20.546907170210034	0
485	485	0	55.737551890168106	29.04271293291822	0
486	486	0	56.00454334236565	37.53851869655773	0
487	487	0	56.27153479450499	46.03432445926592	0
488	488	0	56.538526246644324	54.53013022290543	0
489	489	0	56.80551769878366	63.025935985613614	0
490	490	0	57.072509150981205	71.52174174925312	0
491	491	0	57.33950060312054	80.01754751196131	0
492	492	0	57.606492055318085	88.5133532746695	0
493	493	0	57.87348350745742	97.00915903830901	0
494	494	0	58.140474959654966	105.5049648010172	0
495	495	0	58.430058616242604	-85.8485526512377	0
496	496	0	58.69705006838194	-77.35274688759819	0
497	497	0	58.964041520579485	-68.85694112489	0
498	498	0	59.23103297271882	-60.36113536125049	0
499	499	0	59.498024424916366	-51.8653295985423	0
500	500	0	59.7650158770557	-43.369523835834116	0
501	501	0	60.03200732919504	-34.873718072194606	0
502	502	0	60.298998781392584	-26.37791230948642	0
503	503	0	60.56599023353192	-17.88210654584691	0
504	504	0	60.832981685729465	-9.386300783138722	0
505	505	0	61.0999731378688	-0.8904950194992125	0
506	506	0	61.366964590066345	7.605310743208975	0
507	507	0	61.76745176836266	20.349019388202578	0
508	508	0	62.03444322044379	28.844825150910765	0
509	509	0	62.301434672641335	37.34063091361895	0
510	510	0	62.56842612478067	45.83643667725846	0
511	511	0	62.83541757692001	54.33224243996665	0
512	512	0	63.10240902911755	62.82804820360616	0
513	513	0	63.36940048125689	71.32385396631435	0
514	514	0	63.63639193345443	79.81965972995386	0
515	515	0	63.90338338559377	88.31546549266204	0
516	516	0	64.17037483779131	96.81127125537023	0
517	517	0	64.43736628993065	105.30707701900974	0
